depth	min	max	median	mean
0	-66	-66	-66	-66
1	-65	-59	-62	-62
2	-63	-52	-59	-59
3	-61	-46	-55	-55
4	-59	-39	-51	-50
5	-57	-33	-47	-46
6	-55	-26	-43	-42
7	-53	-21	-40	-39
8	-51	-15	-36	-35
9	-48	-10	-32	-32
10	-46	-4	-29	-28
11	-43	1	-25	-24
12	-41	7	-21	-20
13	-38	13	-17	-16
14	-36	18	-13	-12
15	-33	24	-10	-8
16	-31	29	-6	-4
17	-28	34	-2	0
18	-25	40	3	4
19	-23	45	7	8
20	-20	51	12	13
21	-17	56	16	17
22	-13	62	21	22
23	-10	67	26	27
24	-7	73	31	31
25	-4	78	36	36
26	-1	84	41	41
27	2	89	45	45
28	5	94	50	50
29	8	99	54	55
30	11	105	59	59
31	14	110	64	64
32	17	115	68	68
33	19	120	73	72
34	22	125	77	77
35	24	130	82	81
36	26	135	87	86
37	29	140	92	90
38	32	144	96	95
39	35	150	101	99
40	38	154	106	104
41	40	159	111	108
42	42	164	115	113
43	44	168	120	117
44	47	173	125	122
45	49	178	129	126
46	51	182	134	131
47	54	186	139	135
48	56	191	143	139
49	57	196	148	144
50	59	201	153	148
51	60	204	158	153
52	61	209	162	157
53	63	213	167	161
54	64	218	171	165
55	66	222	176	170
56	67	228	180	174
