depth	min	max	median	mean
0	-59	-59	-59	-59
1	-58	-50	-55	-55
2	-57	-41	-51	-51
3	-55	-35	-47	-47
4	-53	-28	-43	-43
5	-50	-22	-39	-38
6	-48	-14	-35	-34
7	-46	-7	-30	-30
8	-43	0	-26	-25
9	-40	6	-21	-20
10	-38	14	-17	-16
11	-35	20	-12	-11
12	-33	27	-7	-6
13	-29	33	-3	-2
14	-26	40	2	3
15	-23	46	7	8
16	-21	53	11	13
17	-17	59	16	17
18	-14	66	21	22
19	-10	72	26	27
20	-7	78	30	32
21	-4	84	35	36
22	-1	90	40	41
23	3	96	45	46
24	6	102	50	51
25	9	108	55	56
26	12	113	60	60
27	15	119	64	65
28	18	124	69	70
29	22	130	74	75
30	25	136	79	79
31	29	141	84	84
32	32	146	89	89
33	35	151	94	94
34	38	157	98	98
35	41	163	103	103
36	45	169	108	108
37	48	174	113	113
38	51	179	118	117
39	54	185	123	122
40	57	191	128	127
41	59	196	132	132
42	61	202	137	136
43	63	208	142	141
44	66	214	147	146
