depth	min	max	median	mean
0	-66	-66	-66	-66
1	-60	-48	-55	-54
2	-52	-20	-37	-36
3	-45	-6	-26	-25
4	-41	0	-23	-22
5	-38	4	-20	-19
6	-35	8	-17	-16
7	-31	13	-13	-12
8	-26	21	-7	-6
9	-20	30	1	3
10	-13	41	13	13
11	-8	48	19	19
12	-5	54	24	24
13	-2	60	28	28
14	2	66	32	33
15	5	72	37	37
16	9	78	41	42
17	13	83	46	46
18	17	89	50	51
19	21	95	55	56
20	25	101	60	61
21	29	106	65	66
22	33	112	70	71
23	37	118	75	76
24	42	124	80	81
25	46	130	85	86
26	50	137	90	91
27	54	143	95	96
28	58	149	100	101
29	63	155	105	106
30	67	160	110	111
