depth	min	max	median	mean
0	-67	-67	-67	-67
1	-66	-66	-66	-66
2	-65	-64	-64	-64
3	-63	-63	-63	-63
4	-62	-61	-61	-61
5	-60	-59	-59	-59
6	-58	-57	-57	-57
7	-56	-55	-55	-55
8	-54	-53	-53	-53
9	-52	-51	-51	-51
10	-50	-48	-49	-49
11	-48	-47	-48	-48
12	-47	-45	-46	-46
13	-45	-43	-44	-44
14	-43	-41	-42	-42
15	-41	-39	-40	-40
16	-40	-37	-38	-38
17	-38	-35	-36	-36
18	-36	-33	-34	-34
19	-34	-31	-32	-32
20	-32	-29	-31	-31
21	-30	-26	-28	-28
22	-27	-23	-25	-25
23	-23	-19	-21	-21
24	-18	-14	-16	-16
25	-14	-8	-11	-11
26	-12	-6	-9	-9
27	-11	-4	-8	-8
28	-9	-2	-6	-6
29	-7	1	-3	-3
30	-4	4	0	0
31	-1	9	4	4
32	2	13	7	7
33	5	18	11	11
34	8	22	14	15
35	11	27	18	19
36	15	33	23	23
37	18	38	27	27
38	22	44	31	32
39	25	51	36	37
40	29	58	41	42
41	34	65	47	48
42	38	72	53	53
43	42	79	58	58
44	46	85	63	64
45	50	92	69	69
46	54	99	74	75
47	59	107	80	81
48	63	114	86	87
49	68	122	91	92
50	71	128	97	98
51	75	135	102	103
52	79	142	107	108
53	82	150	112	113
54	85	159	116	118
