depth	min	max	median	mean
0	-58	-58	-58	-58
1	-57	-54	-56	-56
2	-57	-50	-55	-54
3	-56	-46	-53	-52
4	-55	-42	-51	-50
5	-54	-38	-48	-48
6	-53	-34	-46	-45
7	-52	-30	-44	-43
8	-51	-26	-41	-40
9	-50	-22	-39	-38
10	-49	-18	-36	-35
11	-48	-14	-34	-33
12	-47	-10	-31	-30
13	-46	-5	-28	-28
14	-45	-1	-26	-25
15	-44	3	-23	-22
16	-44	7	-20	-20
17	-43	11	-17	-17
18	-42	15	-15	-14
19	-41	19	-12	-12
20	-40	23	-9	-9
21	-39	27	-6	-6
22	-38	32	-2	-3
23	-38	36	1	0
24	-37	40	4	3
25	-36	45	7	5
26	-35	49	10	8
27	-34	53	13	11
28	-34	57	16	14
29	-33	61	19	16
30	-32	65	22	19
31	-31	68	25	22
32	-31	72	29	25
33	-30	76	32	28
34	-29	80	35	31
35	-28	85	38	33
36	-27	88	42	36
37	-27	92	45	39
38	-26	95	48	41
39	-25	99	51	44
40	-24	103	54	47
41	-24	106	58	50
42	-23	109	61	52
43	-22	113	64	55
44	-22	116	68	58
45	-21	120	71	61
46	-20	123	74	63
47	-20	127	78	66
48	-19	131	81	69
49	-19	134	84	71
50	-18	137	87	74
51	-17	140	91	77
52	-17	144	94	79
53	-16	148	97	82
54	-16	151	101	85
55	-15	154	104	87
56	-14	158	108	90
57	-14	161	111	93
58	-13	164	114	95
59	-13	167	118	98
60	-12	171	121	100
61	-12	174	124	103
62	-11	177	127	106
63	-10	181	131	108
64	-10	184	134	111
65	-9	188	137	113
66	-9	191	141	116
67	-9	194	144	118
68	-8	197	147	121
69	-8	200	151	123
70	-7	203	154	126
71	-7	206	158	128
72	-6	209	161	131
73	-6	212	164	133
74	-5	215	167	136
75	-5	218	170	138
76	-4	221	174	140
77	-4	224	177	143
78	-4	227	180	145
79	-3	230	183	147
80	-3	233	186	150
