depth	min	max	median	mean
0	-65	-65	-65	-65
1	-64	-61	-63	-63
2	-63	-58	-61	-61
3	-62	-54	-59	-58
4	-61	-50	-56	-56
5	-60	-47	-54	-54
6	-59	-43	-52	-52
7	-58	-40	-50	-50
8	-58	-36	-48	-47
9	-57	-32	-46	-45
10	-56	-29	-43	-43
11	-55	-25	-41	-41
12	-54	-22	-39	-39
13	-53	-18	-37	-37
14	-52	-15	-35	-35
15	-51	-11	-33	-32
16	-50	-8	-31	-30
17	-49	-4	-29	-28
18	-48	-1	-27	-26
19	-48	2	-25	-24
20	-47	6	-23	-22
21	-46	9	-21	-20
22	-45	13	-19	-18
23	-44	16	-17	-16
24	-43	19	-15	-14
25	-42	23	-13	-12
26	-42	26	-11	-10
27	-41	29	-9	-8
28	-40	32	-7	-6
29	-39	36	-5	-4
30	-38	39	-3	-2
31	-37	42	-1	0
32	-37	45	1	2
33	-36	48	3	4
34	-35	52	5	6
35	-34	55	7	8
36	-33	58	9	10
37	-33	61	11	12
38	-32	64	13	14
39	-31	67	15	16
40	-30	70	16	18
41	-30	73	18	20
42	-29	76	20	21
43	-28	79	22	23
44	-27	82	24	25
45	-27	85	25	27
46	-26	88	27	29
47	-25	91	29	31
48	-24	94	31	33
49	-24	97	33	34
50	-23	100	34	36
51	-22	103	36	38
52	-22	106	38	40
53	-21	109	39	41
54	-20	112	41	43
55	-19	115	43	45
56	-19	117	44	47
57	-18	120	46	48
58	-17	123	48	50
59	-17	126	49	52
60	-16	129	51	53
61	-15	132	53	55
62	-15	134	54	57
63	-14	137	56	58
64	-13	140	57	60
65	-13	143	59	62
66	-12	145	60	63
67	-12	148	62	65
68	-11	151	64	66
69	-10	154	65	68
70	-10	157	67	70
71	-9	160	68	71
72	-9	162	70	73
73	-8	165	71	74
74	-7	168	72	76
75	-7	170	74	77
76	-6	173	75	79
77	-6	176	77	80
78	-5	178	78	82
79	-5	181	79	83
80	-4	184	81	84
81	-4	186	82	86
82	-4	189	84	87
83	-3	191	85	89
84	-3	194	86	90
85	-2	196	88	91
86	-2	199	89	93
87	-1	201	90	94
88	-1	204	91	95
89	0	207	93	97
90	0	209	94	98
91	1	213	95	99
92	1	216	96	100
93	1	218	97	102
94	2	221	98	103
95	3	224	100	104
96	3	226	101	105
97	3	229	102	106
98	3	230	103	108
99	4	233	104	109
100	4	235	105	110
