labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.41,154.83333364299995,18.500000037,2
2,4,0.41,154.666666976,17.833333369,2
3,6,0.41,189.50000037899997,21.333333376,2
4,10,0.41,187.166667041,23.166666713,2
5,14,0.41,128.000000256,16.833333366999998,2
6,18,0.41,181.66666703,21.66666671,2
7,24,0.4345454545454545,259.833333853,30.166666727,2
8,40,0.5,199.833333733,24.333333382,2
9,62,0.83,130.500000261,15.666666697999997,2
10,80,0.52,154.00000030799998,20.000000039999996,2
11,84,0.34,134.00000026799998,20.000000039999996,2
12,88,0.47,117.000000234,18.666666704,2
13,92,0.41,83.00000016599999,15.666666697999997,2
14,100,0.36,49.500000099,18.000000036,2
