labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.302861247,63.65867295770592,34.401392743516325,2
2,4,0.393402726,51.290027697137575,27.71732907167793,2
3,6,0.418103573,59.367154669432225,32.08223968484398,2
4,8,0.481058195,57.31970729647186,30.975791216373917,2
5,10,0.415755153,49.031346621017704,26.496729094145067,2
6,12,0.431345264,50.520967234575686,27.301725827267237,2
7,16,0.386612115,44.34948477006867,23.966632866528258,2
8,20,0.440314529,33.730643389880385,18.22816997014235,2
9,24,0.454122105,33.91446247982451,18.327506516336538,2
10,28,0.406220004,27.507219539537488,14.86500768387769,2
