depth	min	max	median	mean
0	-66	-66	-66	-66
1	-65	-61	-63	-63
2	-64	-55	-60	-60
3	-62	-50	-57	-57
4	-60	-44	-54	-53
5	-58	-39	-50	-50
6	-56	-34	-47	-46
7	-53	-28	-43	-42
8	-51	-22	-39	-38
9	-47	-15	-34	-34
10	-44	-7	-30	-29
11	-42	-1	-26	-24
12	-39	6	-21	-20
13	-36	12	-17	-16
14	-34	19	-12	-11
15	-30	26	-7	-6
16	-27	34	-2	-1
17	-23	40	3	5
18	-20	48	9	11
19	-15	55	15	16
20	-12	63	21	22
21	-8	70	26	27
22	-4	76	31	33
23	-2	82	36	37
24	1	88	41	42
25	4	95	45	47
26	7	101	50	51
27	10	107	55	56
28	13	113	60	61
29	16	119	65	66
30	19	125	70	70
31	22	130	74	75
32	25	137	79	80
33	28	143	84	85
34	31	150	89	90
35	34	155	94	94
36	36	162	98	99
37	39	168	104	104
38	41	175	108	109
39	44	181	113	113
40	47	187	118	118
41	49	195	123	123
42	51	201	128	128
