depth	min	max	median	mean
0	-65	-65	-65	-65
1	-61	-61	-61	-61
2	-59	-58	-59	-59
3	-56	-54	-55	-55
4	-52	-51	-52	-52
5	-50	-48	-49	-49
6	-47	-45	-46	-46
7	-45	-43	-44	-44
8	-43	-40	-41	-41
9	-41	-38	-39	-39
10	-39	-36	-38	-38
11	-38	-35	-37	-37
12	-37	-33	-35	-35
13	-36	-32	-34	-34
14	-34	-30	-32	-32
15	-33	-29	-31	-31
16	-31	-27	-29	-29
17	-30	-25	-27	-27
18	-27	-22	-25	-25
19	-23	-17	-20	-20
20	-17	-10	-13	-13
21	-10	-1	-5	-5
22	-5	6	1	1
23	0	13	6	7
24	6	23	14	14
25	11	31	21	21
26	14	35	24	24
27	17	41	29	29
28	21	48	34	34
29	26	57	41	41
30	32	67	49	49
31	35	75	54	54
32	37	83	59	59
33	40	90	63	64
34	43	97	68	68
35	46	104	72	73
36	49	111	77	78
