depth	min	max	median	mean
0	-59	-59	-59	-59
1	-58	-51	-55	-55
2	-56	-43	-51	-51
3	-54	-35	-47	-46
4	-52	-27	-43	-42
5	-50	-20	-38	-38
6	-47	-12	-34	-33
7	-45	-5	-30	-28
8	-42	2	-25	-24
9	-39	9	-20	-19
10	-37	17	-16	-14
11	-34	24	-11	-10
12	-31	31	-6	-5
13	-27	38	-2	0
14	-25	45	3	5
15	-22	51	8	10
16	-19	58	13	15
17	-16	65	18	19
18	-13	71	22	24
19	-10	78	27	29
20	-7	84	32	34
21	-4	91	37	39
22	-1	97	42	43
23	2	104	47	48
24	5	110	52	53
25	8	116	57	58
26	11	122	62	63
27	14	128	67	68
28	17	135	72	73
29	20	140	77	78
30	23	147	81	82
31	26	153	86	87
32	28	160	91	92
33	31	167	96	97
34	33	174	101	102
35	36	181	106	107
36	37	189	111	112
