labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,3,0.06,166.166666999,13.166666693,3
2,6,0.07,128.166666923,13.166666693,3
3,9,0.08,133.83333360099996,14.333333362,3
4,12,0.08,125.33333358399996,12.000000023999998,3
5,15,0.08,129.16666692500002,8.33333335,3
6,18,0.07,106.500000213,11.166666689,3
7,21,0.08,101.833333537,10.500000021,3
8,24,0.08,104.333333542,7.500000015,3
9,27,0.08,101.166666869,6.000000011999999,3
10,30,0.09,93.000000186,8.33333335,3
11,33,0.07,81.500000163,8.166666682999999,3
12,36,0.1,79.000000158,7.500000015,3
13,39,0.1,76.66666681999999,5.166666676999999,3
14,42,0.12,73.33333348,7.500000015,3
15,45,0.14,74.666666816,7.333333347999999,3
16,48,0.14,72.666666812,7.666666682,3
17,51,0.17,66.333333466,4.166666675,3
18,54,0.19,63.66666679399999,6.66666668,3
19,57,0.17,59.833333452999995,5.333333344,3
