labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.143423361,93.31636704879875,50.42852518111208,2
2,4,0.131624675,59.277244265595954,32.03365175533821,2
3,6,0.157259231,56.9700617038574,30.786841387643413,2
4,8,0.158956884,40.165392102287925,21.705533028094244,2
5,10,0.17344352,32.8963394722193,17.77730891059777,2
6,12,0.178593067,36.093959881919815,19.50531533058512,2
7,14,0.164445961,38.61465872726792,20.86751072263423,2
8,16,0.219195261,30.439480561740925,16.449612865929545,2
9,18,0.250205718,32.36474787888781,17.490034760326083,2
10,20,0.233398956,24.824668629275394,13.41534681080678,2
