depth	min	max	median	mean
0	-66	-66	-66	-66
1	-65	-64	-65	-65
2	-64	-63	-63	-63
3	-63	-62	-62	-62
4	-62	-61	-61	-61
5	-60	-58	-59	-59
6	-58	-56	-57	-57
7	-57	-54	-55	-55
8	-55	-52	-54	-54
9	-54	-51	-53	-53
10	-53	-50	-52	-52
11	-52	-48	-50	-50
12	-51	-47	-49	-49
13	-50	-46	-48	-48
14	-50	-45	-48	-48
15	-49	-45	-47	-47
16	-49	-44	-47	-47
17	-47	-42	-45	-45
18	-46	-40	-43	-43
19	-44	-39	-42	-42
20	-43	-37	-40	-40
21	-43	-37	-40	-40
22	-42	-36	-40	-40
23	-40	-34	-38	-38
24	-39	-31	-36	-35
25	-36	-28	-32	-32
26	-33	-24	-29	-29
27	-31	-21	-27	-27
28	-29	-19	-25	-25
29	-27	-15	-22	-22
30	-25	-12	-20	-19
31	-22	-8	-16	-16
32	-20	-3	-13	-13
33	-19	-3	-13	-12
34	-19	-2	-12	-12
35	-16	3	-8	-8
36	-13	8	-5	-4
37	-9	14	0	0
38	-6	21	4	5
39	0	35	13	14
40	5	50	21	22
41	13	65	36	37
42	20	88	49	51
43	22	92	52	54
44	23	98	55	56
45	27	104	60	61
46	30	111	64	66
