labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.15,805.9666682785999,20.1000000402,2
2,4,0.22,602.3166678713,14.7333333628,2
3,6,0.28,695.8166680583,14.950000029899998,2
4,8,0.25,618.833334571,14.516666695699998,2
5,10,0.29,504.0500010080999,13.2666666932,2
6,12,0.32,493.7166676541,12.283333357899998,2
7,14,0.4,437.4166675415,11.1333333556,2
8,16,0.62,374.21666741509995,18.1000000362,2
9,18,0.41,489.2000009784,11.800000023600001,2
10,20,0.35,482.1500009642999,12.0166666907,2
11,22,0.28,365.5333340644,7.4833333483,2
12,24,0.33,522.9666677125999,13.650000027299996,2
13,26,0.34,547.5666677618,13.5500000271,2
14,28,0.32,487.4333343082,12.666666692,2
15,30,0.28,503.0333343393999,12.3666666914,2
16,32,0.32,493.53333432039994,11.750000023499998,2
17,34,0.32,355.7000007114,8.166666682999999,2
18,36,0.31,484.5833343025,11.750000023499998,2
19,38,0.38,465.7666675982,12.9000000258,2
20,40,0.33,502.1833343377,13.2166666931,2
21,42,0.4,471.7666676102,12.0833333575,2
22,44,0.42,332.1833339977,7.7500000155,2
23,46,0.45,308.91666728449997,6.750000013499999,2
