labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,2,0.301078711,83.52255823827234,45.13591307200205,2
2,4,0.361288795,61.3263344265234,33.14098799277084,2
3,6,0.354922597,66.21987454528059,35.78547597390368,2
4,8,0.258411039,53.84058336487139,29.09565920586417,2
5,10,0.57567404,27.66529288319488,14.95043112933738,2
6,12,0.52341463,21.028168664926632,11.363703566357122,2
