depth	min	max	median	mean
0	-60	-60	-60	-60
1	-59	-58	-58	-58
2	-57	-56	-56	-56
3	-56	-54	-55	-55
4	-54	-52	-53	-53
5	-53	-49	-51	-51
6	-51	-47	-50	-50
7	-50	-45	-48	-48
8	-49	-43	-46	-46
9	-47	-41	-45	-45
10	-46	-39	-43	-43
11	-45	-37	-41	-41
12	-43	-36	-40	-40
13	-42	-34	-38	-38
14	-41	-32	-37	-37
15	-39	-30	-35	-35
16	-38	-28	-34	-33
17	-37	-26	-32	-32
18	-36	-24	-31	-31
19	-35	-23	-29	-29
20	-34	-21	-28	-28
21	-32	-19	-26	-26
22	-31	-17	-25	-25
23	-30	-16	-24	-23
24	-29	-14	-22	-22
25	-28	-12	-21	-21
26	-27	-11	-20	-19
27	-26	-9	-18	-18
28	-25	-7	-17	-17
29	-24	-6	-16	-15
30	-23	-4	-14	-14
31	-22	-2	-13	-13
32	-22	-1	-12	-12
33	-21	1	-11	-11
34	-20	3	-10	-9
35	-19	4	-8	-8
36	-18	6	-7	-7
37	-18	7	-6	-6
38	-17	9	-5	-5
39	-16	10	-4	-4
40	-15	12	-3	-3
41	-15	13	-2	-1
42	-14	15	-1	0
43	-14	16	0	1
44	-13	18	1	2
45	-12	19	2	3
46	-12	21	3	4
47	-12	22	4	5
48	-11	24	5	5
49	-11	25	6	6
50	-10	27	7	7
