labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,2,0.540264442700193,123.5920572,5.061389008,2,35.99388608,4.162558255
2,6,0.620104475205225,107.9983831,5.009633737,2,41.77565763,4.359199057
3,10,0.629324733082802,101.1228422,4.880226954,2,40.97099825,4.238379129
4,14,0.680201426414562,76.83512434,4.235006853,2,48.41234556,4.137807313
5,18,0.716583795062305,65.07658518,4.491818169,2,41.13642188,4.419615574
6,22,0.627516845711882,65.94989815,4.227557574,2,47.61810339,4.249670554
7,26,0.651449165386062,55.74974162,4.271591205,2,54.60645501,4.418364617
8,30,0.611019732079457,63.98644738,4.329116077,2,50.83388004,4.462931653
9,34,0.624027471262027,63.06752453,4.5273849,2,51.00083347,4.6660337
10,38,0.672139586886905,55.14277456,4.595231214,2,56.44933717,4.529885082
11,42,0.573333313925947,60.65637129,4.065153631,2,47.81242399,4.527273404
12,46,0.517864567375936,56.52820508,4.586718395,2,45.92642986,4.786698324
13,50,0.657803520958956,50.09270138,4.230050339,2,43.5826815,4.26602967
