depth	min	max	median	mean
0	-65	-65	-65	-65
1	-63	-62	-62	-62
2	-61	-61	-61	-61
3	-59	-59	-59	-59
4	-58	-57	-57	-57
5	-56	-56	-56	-56
6	-55	-54	-54	-54
7	-53	-52	-52	-52
8	-51	-50	-50	-50
9	-49	-48	-49	-49
10	-47	-46	-46	-46
11	-45	-43	-44	-44
12	-43	-41	-42	-42
13	-41	-39	-40	-40
14	-39	-37	-38	-38
15	-37	-35	-36	-36
16	-35	-32	-34	-34
17	-32	-30	-31	-31
18	-29	-26	-27	-27
19	-26	-23	-24	-24
20	-23	-19	-21	-21
21	-20	-16	-18	-18
22	-16	-12	-14	-14
23	-12	-8	-10	-10
24	-9	-4	-7	-7
25	-6	-1	-3	-3
26	-2	4	0	0
27	1	8	4	4
28	5	13	9	9
29	9	18	13	13
30	14	24	19	19
31	17	28	22	22
32	19	32	25	25
33	23	37	29	29
34	27	43	34	34
35	31	50	39	39
36	35	58	44	44
37	39	67	49	50
38	42	75	54	56
39	45	84	59	60
40	48	91	62	64
41	50	96	65	67
42	53	101	68	71
43	55	106	71	74
44	58	111	74	77
45	60	116	77	80
46	63	121	81	84
47	67	126	86	89
48	70	132	91	94
49	75	137	97	100
50	79	144	103	106
51	84	151	109	111
52	88	157	115	117
53	91	163	120	122
54	94	169	125	127
55	96	177	130	132
56	99	186	134	136
