depth	min	max	median	mean
0	-65	-65	-65	-65
1	-64	-64	-64	-64
2	-64	-63	-63	-63
3	-63	-62	-63	-63
4	-63	-62	-62	-62
5	-61	-60	-61	-61
6	-60	-59	-59	-59
7	-59	-58	-58	-58
8	-58	-57	-57	-57
9	-58	-56	-57	-57
10	-57	-56	-57	-56
11	-55	-54	-55	-55
12	-54	-52	-53	-53
13	-51	-49	-50	-50
14	-49	-46	-48	-48
15	-46	-43	-45	-45
16	-44	-40	-42	-42
17	-43	-38	-41	-41
18	-42	-37	-40	-40
19	-40	-35	-38	-38
20	-39	-33	-36	-36
21	-38	-33	-36	-36
22	-38	-32	-35	-35
23	-36	-30	-34	-34
24	-35	-29	-32	-32
25	-33	-26	-30	-30
26	-31	-23	-28	-27
27	-28	-19	-24	-24
28	-25	-15	-21	-21
29	-21	-10	-17	-16
30	-18	-4	-12	-12
31	-15	-1	-10	-9
32	-13	3	-7	-6
33	-11	7	-4	-4
34	-9	11	-2	-1
35	-5	18	3	4
36	-1	26	8	9
37	0	28	9	11
38	1	31	10	12
39	1	32	11	13
40	2	33	12	13
41	7	37	17	18
42	11	42	22	23
43	14	46	25	27
44	17	51	28	30
45	18	53	29	31
46	19	55	31	32
47	20	57	32	34
48	21	59	33	35
49	24	63	36	38
50	26	68	39	41
51	27	70	40	43
52	28	73	42	44
53	30	78	45	48
54	32	83	48	51
55	40	88	58	60
56	46	96	68	69
57	49	101	72	73
58	52	107	76	77
59	53	110	78	79
60	54	113	80	81
61	56	117	83	84
62	58	121	86	87
63	60	125	88	89
64	62	128	90	91
65	69	131	96	97
66	76	136	102	103
67	81	140	108	108
68	85	145	113	113
69	92	148	118	118
70	96	153	123	124
71	100	156	126	127
72	102	159	130	130
73	105	163	133	133
74	107	166	136	137
75	111	169	140	140
76	113	173	143	143
77	116	176	146	146
78	118	179	149	149
79	122	182	152	152
80	125	185	155	155
81	128	188	158	158
82	130	192	162	161
83	134	195	165	165
84	138	198	169	168
85	142	201	172	172
86	144	205	175	175
87	147	207	178	178
88	151	210	182	182
89	154	213	185	185
90	157	217	188	188
91	160	219	192	191
92	163	222	195	194
93	167	225	198	198
94	170	228	201	201
95	173	230	205	204
96	177	233	208	207
97	181	236	211	211
98	183	239	215	214
99	187	241	218	217
100	190	244	221	220
101	194	246	225	223
102	198	249	228	227
103	201	251	231	230
104	204	254	234	233
105	208	256	238	236
106	211	258	241	239
107	215	260	244	243
108	218	262	248	246
109	223	264	252	249
110	226	266	255	253
111	230	268	259	256
