labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,2,0.17,106.000000212,4.166666675,2,12.333333358,1.166666669
2,4,0.14,81.333333496,3.666666674,2,10.500000021,1.166666669
3,6,0.33,87.833333509,2.166666671,2,12.000000023999998,0.666666668
4,8,0.47,39.666666746,2.5000000049999995,2,12.333333358,1.000000002
5,10,0.29,35.666666738,2.166666671,2,12.833333359,0.833333335
6,12,0.56,57.500000115,2.8333333389999997,2,14.166666694999998,1.000000002
7,14,0.37,96.166666859,3.833333341,2,12.666666692,1.166666669
8,16,0.49,72.83333347899999,3.166666673,2,12.500000025,1.000000002
9,18,0.72,24.666666716,1.833333337,2,14.166666694999998,0.833333335
10,20,0.56,34.666666735999996,2.333333338,2,13.33333336,1.000000002
11,22,0.41,21.333333376,1.5000000029999998,2,10.000000019999998,0.666666668
12,24,0.58,28.666666724,2.000000004,2,11.833333357,1.000000002
13,26,0.41,49.166666764999995,2.666666672,2,11.66666669,1.000000002
14,28,0.6,41.833333417,2.8333333389999997,2,13.500000027,1.166666669
15,30,0.51,46.83333342699999,2.166666671,2,11.500000023,0.833333335
16,32,0.52,28.666666724,2.166666671,2,13.166666693,1.000000002
17,34,0.39,30.666666728,2.5000000049999995,2,14.333333362,1.166666669
18,36,0.52,33.166666733,2.333333338,2,12.833333359,1.000000002
19,38,0.6,13.33333336,1.5000000029999998,2,10.833333355,0.833333335
20,40,0.31,13.000000026,1.166666669,2,9.666666686,0.666666668
21,42,0.63,28.500000057,2.333333338,2,9.666666686,1.000000002
22,44,1.1,13.833333361,1.66666667,2,10.500000021,0.833333335
23,46,0.9,10.500000021,1.166666669,2,10.500000021,0.666666668
24,48,0.82,9.500000019,1.166666669,2,10.333333354,0.666666668
25,50,0.58,16.000000032,1.66666667,2,11.500000023,0.833333335
26,52,0.58,10.166666687,1.166666669,2,10.000000019999998,0.666666668
27,54,0.58,13.833333361,1.166666669,2,10.333333354,0.666666668
28,56,0.58,20.500000041,1.333333336,2,12.333333358,0.666666668
29,58,0.58,12.166666691,1.333333336,2,10.500000021,0.666666668
30,60,0.58,9.000000018,1.166666669,2,11.333333356,0.666666668
31,62,0.58,10.500000021,1.333333336,2,12.666666692,0.666666668
32,64,0.58,8.666666683999999,1.000000002,2,9.333333352,0.666666668
33,66,0.58,15.333333364,1.000000002,2,10.833333355,0.500000001
34,68,0.58,11.833333357,1.166666669,2,10.333333354,0.666666668
35,70,0.58,12.166666691,1.166666669,2,11.000000022,0.666666668
36,72,0.58,7.166666681,1.000000002,2,9.500000019,0.666666668
37,74,0.58,7.333333347999999,0.833333335,2,10.166666687,0.500000001
38,76,0.58,7.666666682,1.000000002,2,11.500000023,0.666666668
39,78,0.58,6.500000013,0.833333335,2,9.166666685,0.500000001
40,80,0.58,4.833333343,0.833333335,2,7.166666681,0.500000001
41,82,0.58,6.500000013,1.000000002,2,8.33333335,0.500000001
42,84,0.58,12.833333359,1.333333336,2,9.666666686,0.666666668
43,86,0.58,8.000000016,1.000000002,2,9.000000018,0.666666668
44,88,0.58,4.500000009,1.166666669,2,10.666666688,0.666666668
45,90,0.58,7.000000013999999,1.000000002,2,9.333333352,0.666666668
46,92,0.58,3.33333334,1.000000002,2,8.33333335,0.666666668
47,94,0.58,5.000000009999999,0.833333335,2,8.500000017,0.500000001
48,96,0.58,5.500000011,0.833333335,2,7.500000015,0.500000001
49,98,0.58,5.166666676999999,1.000000002,2,7.833333348999998,0.500000001
50,100,0.58,6.000000011999999,0.833333335,2,8.666666683999999,0.500000001
51,102,0.58,5.166666676999999,1.000000002,2,9.000000018,0.500000001
52,104,0.58,6.000000011999999,1.000000002,2,10.166666687,0.666666668
53,106,0.58,7.833333348999998,1.000000002,2,12.333333358,0.666666668
54,108,0.58,6.66666668,1.000000002,2,10.000000019999998,0.666666668
55,111,0.58,7.500000015,0.833333335,3,9.833333353,0.500000001
