labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval,226Ra(Bq/kg),sd(226Ra)
1,2,0.19,188.33333371,7.500000015,2,16.500000033,2.666666672
2,4,0.21,131.833333597,5.166666676999999,2,25.833333385,2.333333338
3,6,0.25,167.00000033399996,6.1666666789999995,2,24.166666715,2.5000000049999995
4,8,0.2,168.166667003,6.333333346,2,21.833333377,2.5000000049999995
5,10,0.4,115.333333564,5.166666676999999,2,27.500000054999997,2.333333338
6,12,0.51,73.000000146,3.833333341,2,25.666666718,2.166666671
7,14,0.23,108.833333551,5.166666676999999,2,17.833333369,2.333333338
8,16,0.24,90.833333515,2.8333333389999997,2,23.166666713,1.5000000029999998
9,18,0.38,64.166666795,3.833333341,2,26.000000052,2.166666671
10,20,0.37,66.83333346699999,3.833333341,2,27.333333388,2.166666671
11,22,0.52,45.833333425,3.0000000059999996,2,29.333333391999997,2.000000004
12,24,0.37,40.666666748,2.8333333389999997,2,31.000000062,2.000000004
13,26,0.37,49.666666766,3.33333334,2,24.166666715,2.000000004
14,28,0.4255374255374255,26.333333386,2.5000000049999995,2,26.66666672,1.833333337
15,30,0.4255374255374255,26.166666719,2.333333338,2,30.00000006,1.833333337
16,32,0.444695055936485,25.500000050999997,2.5000000049999995,2,36.500000073,2.000000004
17,34,0.4079622579043205,36.833333407,2.666666672,2,33.166666733,2.000000004
18,36,0.37683486238532105,38.000000076,3.166666673,2,30.500000061,2.166666671
19,38,0.3917812574517129,35.00000007,2.8333333389999997,2,30.00000006,2.000000004
20,40,0.3917812574517129,31.500000062999995,2.666666672,2,25.333333384,1.833333337
21,42,0.3629869651668017,33.833333401,3.5000000069999997,2,30.166666727,2.333333338
22,44,0.3629869651668017,35.16666673699999,3.33333334,2,29.333333391999997,2.333333338
23,46,0.3917812574517129,29.333333391999997,3.0000000059999996,2,27.833333388999996,2.166666671
24,48,0.3629869651668017,26.000000052,2.5000000049999995,2,29.500000059,1.833333337
25,50,0.37683486238532105,27.000000053999997,1.833333337,2,29.833333392999997,1.333333336
