labID,depth(cm),density(g/cm^3),210Pb(Bq/kg),sd(210Pb),interval
1,1.25,0.3630498282876149,191.65760196681876,8.826982516183804,1.25
2,2.5,0.3341413155278442,160.1170583584878,9.974607409803076,1.25
3,3.75,0.255704000451915,169.16037067197493,12.026857883942576,1.25
4,5,0.22434352117218487,142.6424660172803,10.741120810632324,1.25
5,6.25,0.15843381135979476,145.8110949377325,10.585324680575772,1.25
6,7.5,0.1694971753023682,103.59940245478036,10.177941295219638,1.25
7,8.75,0.20544200956910805,92.08292943979966,7.9478421987963985,1.25
8,10,0.20122254967789857,92.81884789525206,8.067283865638766,1.25
9,11.25,0.2569581630001846,80.62294238683127,8.080131172839506,1.25
10,12.5,0.2554727271985023,68.24728524335853,7.661850397517935,1.25
11,13.75,0.21528564314040585,78.95466442749938,6.901319671387074,1.25
12,15,0.3810186941235618,65.87637442129629,6.268156828703703,1.25
13,16.25,0.39176123792568535,68.85364842454392,6.132514510779436,1.25
14,17.5,0.37522999262163464,85.8192115071046,7.892001999378834,1.25
15,18.75,0.34378336329971954,81.70466613566971,6.8700965750696925,1.25
16,20,0.3285583018975509,55.76698662457141,6.952480522456462,1.25
17,21.25,0.36661062170591174,69.92360196164543,6.092617296149905,1.25
18,22.5,0.3442422072563617,74.14790868454664,6.929697477650064,1.25
19,23.75,0.28358730173303676,65.30976823096387,6.0598491057050845,1.25
20,25,0.2483732105432044,56.20726341023909,6.629109751584774,1.25
21,26.25,0.3545922060342615,73.45917582777126,7.567145988744929,1.25
22,27.5,0.280863226313654,59.252942234556485,6.8905677185048155,1.25
23,28.75,0.3449316713730157,62.54319157204648,6.8445979910110815,1.25
24,30,0.3628042667565773,53.7196251129178,7.220042908762421,1.25
25,31.25,0.3700212463171435,59.35758848714113,6.1442094806603915,1.25
26,32.5,0.3112412487121373,56.26468582602123,6.686238867527687,1.25
27,33.75,0.31387763146572334,63.22826054464472,6.2217644904791785,1.25
28,35,0.3727304378965744,61.94222703007394,6.774841257999269,1.25
29,36.25,0.3843292314302613,53.807613576333864,5.998976492340201,1.25
30,37.5,0.3701093560473086,44.43803665256952,6.414352853069332,1.25
31,38.75,0.3313181578596228,52.99930215141613,5.604469635076254,1.25
32,40,0.3722845344235888,51.30940869667134,6.058066323839662,1.25
33,51.25,0.4403242876736436,56.801110711574566,7.5798311458707905,1.25
34,65,0.4036969976518014,45.5997369878184,5.971965554632706,2.5
35,77.5,0.3972043607357067,35.09761874947825,5.47450486267635,2.5
36,90,0.4144141635380448,28.045582637973943,5.743633801785975,2.5
