iteration,logOdds,memory,depth_code,accretion
1,-63.0126,0.195473,accRate[1],3.32513
1,-63.0126,0.195473,accRate[2],3.05149
1,-63.0126,0.195473,accRate[3],2.69862
1,-63.0126,0.195473,accRate[4],6.62359
1,-63.0126,0.195473,accRate[5],7.71976
1,-63.0126,0.195473,accRate[6],3.47372
1,-63.0126,0.195473,accRate[7],0.476187
1,-63.0126,0.195473,accRate[8],1.25523
1,-63.0126,0.195473,accRate[9],4.41236
1,-63.0126,0.195473,accRate[10],12.1205
1,-63.0126,0.195473,accRate[11],6.06431
1,-63.0126,0.195473,accRate[12],3.64555
1,-63.0126,0.195473,accRate[13],1.14643
1,-63.0126,0.195473,accRate[14],3.97362
1,-63.0126,0.195473,accRate[15],2.68112
2,-63.0023,0.217989,accRate[1],3.39515
2,-63.0023,0.217989,accRate[2],2.78572
2,-63.0023,0.217989,accRate[3],3.29407
2,-63.0023,0.217989,accRate[4],6.0743
2,-63.0023,0.217989,accRate[5],6.4228
2,-63.0023,0.217989,accRate[6],5.51469
2,-63.0023,0.217989,accRate[7],0.590848
2,-63.0023,0.217989,accRate[8],1.29391
2,-63.0023,0.217989,accRate[9],4.49157
2,-63.0023,0.217989,accRate[10],11.8756
2,-63.0023,0.217989,accRate[11],5.41817
2,-63.0023,0.217989,accRate[12],1.05039
2,-63.0023,0.217989,accRate[13],2.69644
2,-63.0023,0.217989,accRate[14],7.81951
2,-63.0023,0.217989,accRate[15],3.51628
3,-62.9956,0.216019,accRate[1],3.85506
3,-62.9956,0.216019,accRate[2],2.95626
3,-62.9956,0.216019,accRate[3],3.52619
3,-62.9956,0.216019,accRate[4],6.72113
3,-62.9956,0.216019,accRate[5],6.43881
3,-62.9956,0.216019,accRate[6],5.74145
3,-62.9956,0.216019,accRate[7],1.92085
3,-62.9956,0.216019,accRate[8],1.15325
3,-62.9956,0.216019,accRate[9],4.36883
3,-62.9956,0.216019,accRate[10],11.6206
3,-62.9956,0.216019,accRate[11],6.25855
3,-62.9956,0.216019,accRate[12],2.6034
3,-62.9956,0.216019,accRate[13],5.04203
3,-62.9956,0.216019,accRate[14],5.80843
3,-62.9956,0.216019,accRate[15],2.02501
4,-63.009,0.178745,accRate[1],4.50711
4,-63.009,0.178745,accRate[2],1.96932
4,-63.009,0.178745,accRate[3],2.06864
4,-63.009,0.178745,accRate[4],8.01641
4,-63.009,0.178745,accRate[5],8.19256
4,-63.009,0.178745,accRate[6],4.23092
4,-63.009,0.178745,accRate[7],2.08266
4,-63.009,0.178745,accRate[8],1.49559
4,-63.009,0.178745,accRate[9],2.70714
4,-63.009,0.178745,accRate[10],12.9471
4,-63.009,0.178745,accRate[11],4.21441
4,-63.009,0.178745,accRate[12],2.23016
4,-63.009,0.178745,accRate[13],2.29709
4,-63.009,0.178745,accRate[14],4.93694
4,-63.009,0.178745,accRate[15],3.41644
5,-63.015,0.215221,accRate[1],4.52993
5,-63.015,0.215221,accRate[2],2.5154
5,-63.015,0.215221,accRate[3],2.55185
5,-63.015,0.215221,accRate[4],8.57398
5,-63.015,0.215221,accRate[5],7.90934
