depth	min	max	median	mean
0	-63	-63	-63	-63
1	-62	-54	-59	-59
2	-60	-44	-55	-54
3	-58	-37	-50	-50
4	-56	-29	-46	-45
5	-53	-21	-42	-41
6	-51	-12	-37	-36
7	-49	-5	-33	-32
8	-47	2	-29	-27
9	-45	9	-24	-23
10	-43	17	-20	-18
11	-40	24	-15	-13
12	-38	32	-10	-8
13	-35	39	-5	-3
14	-33	47	0	2
15	-31	54	4	6
16	-29	63	9	11
17	-27	71	14	16
18	-26	80	19	21
